query,intent
Send me business checks,check_order
Stop transactions on my savings,account_freeze
Tell me about checking transfer caps,account_transfer_limits
Monitor visa for block alerts,card_block_notification
Find a bank branch near me,branch_locator
Stop a payment on my business,stop_payment
Create a personal profile,open_account
Set up business savings objective,savings_goal
Provide joint fee details,fee_inquiry
Enable personal balance alerts,account_balance_alert
Set overdraft for checking,overdraft_protection
Cover my credit charges,payment
Renew my debit card,replace_card
Provide personal business account info,business_account_inquiry
Check details of joint business account,business_account_inquiry
Pull one hundred dollars from business at ATM,atm_withdrawal
Enable visa block alerts,card_block_notification
Link checking to direct deposit,direct_deposit
Alert me about mastercard block status,card_block_notification
Lock my personal temporarily,account_freeze
Order a replacement debit,replace_card
Send me savings checks,check_order
Request checks for my business,check_order
Get cash of $200 from business ATM,atm_withdrawal
Settle my utility payment,bill_payment
Enable savings online banking,mobile_banking
Freeze my checking account,account_freeze
Provide savings rate details,interest_rates
Check if my letter was sent,letter_status
Settle my phone payment,bill_payment
Get new checks for joint,check_order
What’s the interest for checking?,interest_rates
Verify my personal balance,balance
Create a joint personal profile,joint_account
Cover my debit charges,payment
Transfer fifty dollars via wire to sister,wire_transfer
What’s the balance for my checking?,balance
Register for savings mobile app,mobile_banking
Freeze my joint account,account_freeze
Get info on personal mortgage,mortgage_inquiry
Start a savings goal on savings,savings_goal
Provide business fee details,fee_inquiry
ATM withdrawal of fifty dollars from personal,atm_withdrawal
Appeal a personal billing issue,dispute_charge
Add a joint owner to my checking,joint_account
Activate savings mobile access,mobile_banking
Inquire about my personal business account,business_account_inquiry
Check car mortgage availability,mortgage_inquiry
Provide credit expiry date,card_expiration
Explain business transfer rules,account_transfer_limits
Update my mastercard PIN code,pin_reset
Deposit $100 to brother’s account,transfer
Verify joint account info,account_verification
Share my checking transaction statement,account_statement
Check personal interest rates,interest_rates
Access my personal via app,mobile_banking
Tell me about branch branch addresses,branch_locator
Get info on business mortgage,mortgage_inquiry
Get info on personal mortgage,mortgage_inquiry
Inform about travel for mastercard,travel_notification
Start a savings goal on savings,savings_goal
Add a joint owner to my business,joint_account
Share personal investment info,investment_options
Check personal interest rates,interest_rates
Create a internet recurring payment,recurring_payment
Update my phone number for the account,update_info
Set a travel notification for my mastercard,travel_notification
Check my credit score,credit_score_check
Halt a payment from my personal,stop_payment
Change my mailing address contact info,update_info
Add a savings goal to my business,savings_goal
Dispute a savings fee,dispute_charge
Pause my savings activity,account_freeze
Set up a recurring payment for electricity,recurring_payment
End my checking account,close_account
Set savings as joint account,joint_account
Pay my phone bill,bill_payment
Enable my visa card,card_activation
Change my email contact info,update_info
Set a savings goal for my joint,savings_goal
Settle my mastercard payment,payment
Send my personal statement,account_statement
Change savings account nickname,account_nickname
Provide checking fee details,fee_inquiry
Pay off my utility,bill_payment
Show me branch branch locations,branch_locator
Guide me with my account problem,customer_support
I need a new credit card,replace_card
Establish a joint savings,joint_account
Explain business business account features,business_account_inquiry
Notify me about business balance,account_balance_alert
Protect my joint with overdraft,overdraft_protection
Add overdraft to my savings,overdraft_protection
List local bank branch details,branch_locator
Extend my visa credit allowance,credit_limit_increase
Lock my credit immediately,block_card
Share savings fee information,fee_inquiry
Send my personal tax forms,tax_document_request
Add a joint owner to my joint,joint_account
Send me a new debit,replace_card
Stop transactions on my savings,account_freeze
Give me bank branch information,branch_locator
Tell me about branch branch addresses,branch_locator
Review my credit score status,credit_score_check
Set up a joint business account,joint_account
Set overdraft for savings,overdraft_protection
Set credit travel notice,travel_notification
Protect my joint with overdraft,overdraft_protection
Tell me about savings transfer caps,account_transfer_limits
Shut down my checking,close_account
Provide joint tax statements,tax_document_request
Define a checking savings goal,savings_goal
Verify my credit score,credit_score_check
How much money is in my personal?,balance
Establish a joint savings,joint_account
Establish a joint joint,joint_account
Update visa with travel plans,travel_notification
Send wire transfer from joint,wire_transfer
Set up my new mastercard,card_activation
Shut down my personal,close_account
Email savings tax records,tax_document_request
Initialize my credit card,card_activation
Check my credit score,credit_score_check
Register for personal mobile app,mobile_banking
Revise my mailing address details,update_info
View my checking statement,account_statement
Explain business investment opportunities,investment_options
Modify savings account name,account_nickname
Show personal business account details,business_account_inquiry
Enable business mobile services,mobile_banking
Stop a check on my personal,stop_payment
Register for savings mobile app,mobile_banking
Review my personal transaction log,transaction_history
Secure my checking with a freeze,account_freeze
Alert me about credit block status,card_block_notification
Report an incorrect personal charge,dispute_charge
Execute a business wire transfer,wire_transfer
Report an incorrect business charge,dispute_charge
What fees apply to joint?,fee_inquiry
Request a checking statement,account_statement
Tell me about personal investments,investment_options
Block my mastercard card,block_card
Make my visa active,card_activation
Settle my utility payment,bill_payment
Check checking account fees,fee_inquiry
Activate recurring internet payment,recurring_payment
Track personal balance with alerts,account_balance_alert
Deactivate my business account,close_account
Request checks for my business,check_order
Activate overdraft on savings,overdraft_protection
Alert for joint suspicious activity,fraud_report
Share checking transfer limit info,account_transfer_limits
Appeal a joint billing issue,dispute_charge
Issue savings tax forms,tax_document_request
